# Blackjack High-Low Simulation Results
# Deck Count: 4
# Penetration: 3.25 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 37,241,005"
# Generated: 2025-05-24 19:27:16

True Count,Percentage
-10,5.790177
-9,0.723796
-8,1.851612
-7,1.197341
-6,2.803447
-5,2.331503
-4,4.404049
-3,4.693010
-2,8.114972
-1,10.471286
0,15.251801
1,10.465230
2,8.113589
3,4.687207
4,4.394019
5,2.329239
6,2.804248
7,1.194557
8,1.850111
9,0.720950
10,5.807856
