# Blackjack High-Low Simulation Results
# Deck Count: 2
# Penetration: 1.75 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 18,617,182"
# Generated: 2025-05-24 22:19:30

True Count,Percentage
-10,0.994624
-9,1.170934
-8,1.509541
-7,1.934793
-6,2.806461
-5,3.433511
-4,4.616510
-3,6.442586
-2,8.823575
-1,12.396269
0,11.775660
1,12.387584
2,8.833496
3,6.433272
4,4.610472
5,3.436949
6,2.793011
7,1.936287
8,1.509466
9,1.164929
10,0.990069
