# Blackjack High-Low Simulation Results
# Deck Count: 2
# Penetration: No penetration (all cards played)
"# Total Shoes: 1,000,000"
"# Total Hands: 22,792,928"
# Generated: 2025-05-24 19:05:24

True Count,Percentage
-10,3.068105
-9,0.625821
-8,2.027840
-7,1.154270
-6,3.559758
-5,2.348645
-4,5.863608
-3,4.591271
-2,10.251882
-1,10.124325
0,12.869702
1,10.107574
2,10.220179
3,4.595219
4,5.863376
5,2.345205
6,3.545021
7,1.150721
8,2.016608
9,0.620530
10,3.050341
