# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 3.0 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 34,342,710"
# Generated: 2025-05-24 23:19:45

True Count,Percentage
-10,0.000623
-9,0.003215
-8,0.014226
-7,0.047521
-6,0.164973
-5,0.540322
-4,1.505851
-3,3.705162
-2,8.651844
-1,19.900893
0,31.049582
1,19.900820
2,8.643476
3,3.693281
4,1.501059
5,0.539849
6,0.164390
7,0.046821
8,0.014091
9,0.003138
10,0.000562
