# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 3.5 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 40,128,438"
# Generated: 2025-05-24 23:15:32

True Count,Percentage
-10,0.004934
-9,0.016587
-8,0.050979
-7,0.137434
-6,0.378721
-5,0.893553
-4,2.040236
-3,4.360942
-2,9.074051
-1,18.735536
0,28.675898
1,18.716707
2,9.063164
3,4.342586
4,2.033433
5,0.893127
6,0.375442
7,0.136385
8,0.049369
9,0.015762
10,0.005153
