# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 5.75 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 66,130,098"
# Generated: 2025-05-24 19:41:01

True Count,Percentage
-10,2.736984
-9,0.505175
-8,1.243995
-7,0.935024
-6,2.114004
-5,2.032338
-4,3.838798
-3,4.748125
-2,8.590200
-1,13.197956
0,20.092164
1,13.208657
2,8.599538
3,4.750020
4,3.841348
5,2.029183
6,2.117499
7,0.932905
8,1.240871
9,0.507109
10,2.738106
