# Blackjack High-Low Simulation Results
# Deck Count: 4
# Penetration: 3.0 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 34,151,054"
# Generated: 2025-05-24 22:39:20

True Count,Percentage
-10,0.206515
-9,0.350191
-8,0.557254
-7,0.842132
-6,1.485070
-5,2.255383
-4,3.645100
-3,5.726415
-2,9.300381
-1,15.924905
0,19.216083
1,15.987835
2,9.335803
3,5.755196
4,3.674147
5,2.274802
6,1.495356
7,0.847362
8,0.562776
9,0.350718
10,0.206576
