# Blackjack High-Low Simulation Results
# Deck Count: 4
# Penetration: 2.5 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 28,571,371"
# Generated: 2025-05-24 19:32:09

True Count,Percentage
-10,8.100105
-9,0.814105
-8,2.134052
-7,1.283943
-6,3.066881
-5,2.360258
-4,4.510190
-3,4.445968
-2,7.646840
-1,9.055204
0,13.159029
1,9.043371
2,7.646220
3,4.448257
4,4.507512
5,2.360226
6,3.065173
7,1.280520
8,2.138819
9,0.818893
10,8.114434
