# Blackjack High-Low Simulation Results
# Deck Count: 4
# Penetration: 2.25 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 25,673,214"
# Generated: 2025-05-24 22:43:43

True Count,Percentage
-10,0.026374
-9,0.060752
-8,0.151983
-7,0.329682
-6,0.736433
-5,1.435017
-4,2.803175
-3,5.279974
-2,9.662359
-1,17.857538
0,23.313918
1,17.886354
2,9.659355
3,5.264947
4,2.792666
5,1.429607
6,0.740320
7,0.330625
8,0.150994
9,0.061239
10,0.026689
