# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 4.25 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 48,793,590"
# Generated: 2025-05-24 19:57:30

True Count,Percentage
-10,6.377079
-9,0.730217
-8,1.524731
-7,1.172970
-6,2.335268
-5,2.246840
-4,3.829884
-3,4.621425
-2,7.761243
-1,11.407025
0,16.020225
1,11.393583
2,7.763253
3,4.619148
4,3.819854
5,2.238886
6,2.336961
7,1.173045
8,1.523583
9,0.731481
10,6.373298
