# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 4.75 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 54,421,660"
# Generated: 2025-05-24 23:02:00

True Count,Percentage
-10,0.121286
-9,0.213378
-8,0.380062
-7,0.607912
-6,1.118354
-5,1.815753
-4,3.087028
-3,5.170994
-2,9.081083
-1,16.542138
0,23.804149
1,16.513954
2,9.073808
3,5.157595
4,3.080939
5,1.808015
6,1.111221
7,0.601117
8,0.377258
9,0.212803
10,0.121150
