# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 3.75 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 43,011,524"
# Generated: 2025-05-24 20:02:13

True Count,Percentage
-10,7.288058
-9,0.779054
-8,1.643199
-7,1.223867
-6,2.455254
-5,2.293455
-4,3.914277
-3,4.565135
-2,7.567723
-1,10.937799
0,14.586440
1,10.941698
2,7.574728
3,4.575518
4,3.917364
5,2.303053
6,2.466939
7,1.225862
8,1.644204
9,0.781670
10,7.314705
