# Blackjack High-Low Simulation Results
# Deck Count: 4
# Penetration: 3.5 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 40,126,062"
# Generated: 2025-05-24 19:25:30

True Count,Percentage
-10,4.859051
-9,0.674230
-8,1.775093
-7,1.149894
-6,2.751675
-5,2.305409
-4,4.414555
-3,4.768380
-2,8.407404
-1,11.022143
0,15.717122
1,11.024458
2,8.403272
3,4.780482
4,4.419051
5,2.305726
6,2.753009
7,1.152097
8,1.775968
9,0.677021
10,4.863961
