# Blackjack High-Low Simulation Results
# Deck Count: 2
# Penetration: 1.5 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 16,515,396"
# Generated: 2025-05-24 22:20:19

True Count,Percentage
-10,0.682805
-9,0.858090
-8,1.266297
-7,1.593168
-6,2.540823
-5,3.236961
-4,4.621252
-3,6.338110
-2,9.269242
-1,13.949590
0,11.276981
1,13.960791
2,9.267086
3,6.339394
4,4.619853
5,3.238984
6,2.555500
7,1.585799
8,1.262670
9,0.857085
10,0.679517
