# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 5.0 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 57,157,512"
# Generated: 2025-05-24 22:58:57

True Count,Percentage
-10,0.184308
-9,0.304305
-8,0.484122
-7,0.730940
-6,1.272995
-5,1.967024
-4,3.242099
-3,5.270567
-2,9.015070
-1,16.068562
0,22.970916
1,16.068497
2,8.998600
3,5.269923
4,3.226449
5,1.956177
6,1.268586
7,0.732098
8,0.482573
9,0.303817
10,0.182373
