# Blackjack High-Low Simulation Results
# Deck Count: 3
# Penetration: 2.0 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 22,794,370"
# Generated: 2025-05-24 19:17:15

True Count,Percentage
-10,8.035432
-9,0.787471
-8,2.491655
-7,1.269221
-6,3.514881
-5,2.344671
-4,4.970069
-3,4.340734
-2,8.094604
-1,9.562221
0,9.274220
1,9.545401
2,8.087914
3,4.326424
4,4.967981
5,2.342697
6,3.514122
7,1.260965
8,2.483074
9,0.777828
10,8.008416
