# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 5.25 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 60,348,167"
# Generated: 2025-05-24 19:47:06

True Count,Percentage
-10,4.256162
-9,0.599516
-8,1.346043
-7,1.033246
-6,2.161859
-5,2.119458
-4,3.767841
-3,4.706196
-2,8.176532
-1,12.357845
0,19.006610
1,12.360669
2,8.171995
3,4.697879
4,3.756325
5,2.110571
6,2.158221
7,1.031050
8,1.344379
9,0.596214
10,4.241390
