# Blackjack High-Low Simulation Results
# Deck Count: 2
# Penetration: 1.0 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 11,207,918"
# Generated: 2025-05-24 22:21:43

True Count,Percentage
-10,0.140151
-9,0.284486
-8,0.476618
-7,0.803129
-6,1.532631
-5,2.436295
-4,4.079714
-3,6.375395
-2,10.380768
-1,17.588325
0,11.843350
1,17.597015
2,10.355750
3,6.366196
4,4.077251
5,2.429149
6,1.531533
7,0.803387
8,0.475664
9,0.285129
10,0.138063
