# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 4.5 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 51,680,263"
# Generated: 2025-05-24 19:55:02

True Count,Percentage
-10,5.895698
-9,0.702539
-8,1.478665
-7,1.143417
-6,2.280006
-5,2.220316
-4,3.812126
-3,4.653858
-2,7.842296
-1,11.496304
0,17.038487
1,11.481348
2,7.817590
3,4.647759
4,3.800619
5,2.216173
6,2.280265
7,1.138669
8,1.476804
9,0.700062
10,5.877000
