# Blackjack High-Low Simulation Results
# Deck Count: 4
# Penetration: 2.75 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 31,456,056"
# Generated: 2025-05-24 19:30:36

True Count,Percentage
-10,7.423070
-9,0.790907
-8,2.024176
-7,1.257774
-6,2.956432
-5,2.361412
-4,4.454427
-3,4.549270
-2,7.929665
-1,9.266000
0,14.093992
1,9.247622
2,7.909425
3,4.528225
4,4.430962
5,2.350450
6,2.952519
7,1.260377
8,2.019131
9,0.794451
10,7.399713
