# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 4.0 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 45,907,198"
# Generated: 2025-05-24 19:59:54

True Count,Percentage
-10,6.829628
-9,0.757576
-8,1.587657
-7,1.202249
-6,2.400905
-5,2.272458
-4,3.877629
-3,4.614200
-2,7.653935
-1,11.506875
0,14.680014
1,11.481317
2,7.626662
3,4.598144
4,3.870088
5,2.263536
6,2.395088
7,1.201744
8,1.580800
9,0.757066
10,6.842426
