# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 5.5 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 62,160,990"
# Generated: 2025-05-24 22:53:30

True Count,Percentage
-10,0.364645
-9,0.489490
-8,0.724173
-7,0.964848
-6,1.569996
-5,2.202454
-4,3.420063
-3,5.316820
-2,8.783736
-1,15.220687
0,21.842160
1,15.224846
2,8.808296
3,5.326324
4,3.421390
5,2.201456
6,1.569830
7,0.967822
8,0.726493
9,0.489382
10,0.365087
