# Blackjack High-Low Simulation Results
# Deck Count: 1
# Penetration: 0.75 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 7,601,175"
# Generated: 2025-05-24 22:17:12

True Count,Percentage
-10,1.413124
-9,1.559667
-8,1.930228
-7,2.545685
-6,3.479502
-5,4.127270
-4,4.956549
-3,6.910774
-2,7.940654
-1,6.985644
0,16.227281
1,6.997747
2,7.940970
3,6.942295
4,4.964298
5,4.114009
6,3.500788
7,2.555921
8,1.923242
9,1.569507
10,1.414847
