# Blackjack High-Low Simulation Results
# Deck Count: 2
# Penetration: 1.25 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 14,127,890"
# Generated: 2025-05-24 19:08:27

True Count,Percentage
-10,8.347432
-9,0.630859
-8,3.369888
-7,1.097425
-6,4.633459
-5,2.058319
-4,6.147238
-3,3.860817
-2,8.551567
-1,5.692782
0,11.216742
1,5.694099
2,8.547072
3,3.856337
4,6.139827
5,2.061773
6,4.638768
7,1.096441
8,3.367396
9,0.630597
10,8.361164
