# Blackjack High-Low Simulation Results
# Deck Count: 3
# Penetration: 1.5 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 17,016,711"
# Generated: 2025-05-24 19:19:26

True Count,Percentage
-10,9.651142
-9,0.745926
-8,2.940868
-7,1.215388
-6,3.982144
-5,2.212613
-4,5.300202
-3,3.884129
-2,7.994970
-1,7.099274
0,9.932989
1,7.096412
2,8.008528
3,3.896717
4,5.299015
5,2.211920
6,3.996748
7,1.216710
8,2.941973
9,0.746090
10,9.626243
