# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 3.0 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 34,349,090"
# Generated: 2025-05-24 23:19:34

True Count,Percentage
-10,0.000690
-9,0.003141
-8,0.013354
-7,0.050269
-6,0.180890
-5,0.539674
-4,1.505263
-3,3.747136
-2,8.755033
-1,19.724263
0,30.921422
1,19.754631
2,8.766844
3,3.743296
4,1.503143
5,0.540538
6,0.181501
7,0.051439
8,0.013843
9,0.002935
10,0.000696
