# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 5.75 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 64,174,590"
# Generated: 2025-05-24 22:50:44

True Count,Percentage
-10,0.469483
-9,0.593712
-8,0.813864
-7,1.085232
-6,1.668026
-5,2.291745
-4,3.464472
-3,5.378230
-2,8.671580
-1,14.734405
0,21.646376
1,14.752104
2,8.686500
3,5.380070
4,3.454760
5,2.287122
6,1.670200
7,1.083513
8,0.810986
9,0.590592
10,0.467028
