# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 4.25 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 48,758,739"
# Generated: 2025-05-24 23:08:40

True Count,Percentage
-10,0.044226
-9,0.090773
-8,0.196432
-7,0.385402
-6,0.788583
-5,1.451364
-4,2.717585
-3,4.991296
-2,9.205648
-1,17.213470
0,25.837147
1,17.213971
2,9.196114
3,4.985826
4,2.717261
5,1.452388
6,0.789719
7,0.387463
8,0.198666
9,0.092646
10,0.044021
