# Blackjack High-Low Simulation Results
# Deck Count: 6
# Penetration: 4.5 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 51,605,640"
# Generated: 2025-05-24 23:06:25

True Count,Percentage
-10,0.074542
-9,0.144513
-8,0.281694
-7,0.493700
-6,0.945718
-5,1.638410
-4,2.926698
-3,5.113879
-2,9.153835
-1,16.896467
0,24.741265
1,16.878820
2,9.122429
3,5.100919
4,2.915734
5,1.634424
6,0.944507
7,0.490865
8,0.282227
9,0.144506
10,0.074848
